ID,Major,Minor,MinorTitle,GroupId,GroupTitle,CID
3311,33,3000,Law Enforcement Workers,60,Critical Facility Officer,33.6
3312,33,9000,Other Protective Service Workers,61,Security Dispatcher,33.61
3313,33,1000,Supervisors of Protective Service Workers,62,Assistant Shift Supervisor,33.62
3314,33,9000,Other Protective Service Workers,63,Security Assistant,33.63
3315,33,9000,Other Protective Service Workers,65,Background Investigator,33.65
3316,33,3000,Law Enforcement Workers,66,Latent Print Examiner,33.66
3317,33,2000,Fire Fighting and Prevention Workers,69,Fire Inspector,33.69
3318,33,3000,Law Enforcement Workers,70,Security Investigator,33.7
3319,33,3000,Law Enforcement Workers,72,Reserve Guard,33.72
3320,33,9000,Other Protective Service Workers,73,Nuclear Security Officer,33.73
3321,33,3000,Law Enforcement Workers,74,Healthcare Security Officer,33.74
3322,33,2000,Fire Fighting and Prevention Workers,75,Fire Sprinkler Inspector,33.75
3323,33,9000,Other Protective Service Workers,76,Lead Security Officer,33.76
3324,33,9000,Other Protective Service Workers,77,Loss Prevention Analyst,33.77
3325,33,3000,Law Enforcement Workers,79,Armed Flex Officer,33.79
3326,33,9000,Other Protective Service Workers,81,Residential Security Officer,33.81
3327,33,9000,Other Protective Service Workers,82,Fraud Detection Associate,33.82
3328,33,1000,Supervisors of Protective Service Workers,83,Police Chief,33.83
3329,33,3000,Law Enforcement Workers,84,Fraud Specialist,33.84
3330,33,9000,Other Protective Service Workers,85,Security Receptionist,33.85
3331,33,2000,Fire Fighting and Prevention Workers,86,Fire Chief,33.86
3332,33,9000,Other Protective Service Workers,87,Campus Security Officer,33.87
3333,33,9000,Other Protective Service Workers,88,Driver/Guard,33.88
3334,33,9000,Other Protective Service Workers,90,Warehouse Security Officer,33.9
3335,33,1000,Supervisors of Protective Service Workers,92,Lieutenant (Protective Service),33.92
3336,33,1000,Supervisors of Protective Service Workers,94,Sergeant (Protective Service),33.94
3337,33,9000,Other Protective Service Workers,95,Security Analyst,33.95
3338,33,9000,Other Protective Service Workers,97,Mall Security Officer,33.97
3339,33,9000,Other Protective Service Workers,98,Lobby Security Officer,33.98
3340,33,2000,Fire Fighting and Prevention Workers,99,Screener,33.99
3341,33,3000,Law Enforcement Workers,101,Investigative Analyst,33.101
3342,33,2000,Fire Fighting and Prevention Workers,102,Other Topics,33.102
3343,33,9000,Other Protective Service Workers,30666,Store Detective,33.30666
3344,33,1000,Supervisors of Protective Service Workers,11425,Sheriff,33.11425
3345,33,9000,Other Protective Service Workers,10791,Security Representative,33.10791
3346,33,2000,Fire Fighting and Prevention Workers,31391,Protection Manager,33.31391
3347,33,1000,Supervisors of Protective Service Workers,30126,Unit Manager (Protective Service),33.30126
3348,33,2000,Fire Fighting and Prevention Workers,30985,Safety Inspector (Protective Service),33.30985
3349,33,3000,Law Enforcement Workers,30852,Records Analyst (Protective Service),33.30852
3350,33,3000,Law Enforcement Workers,11363,Intelligence Officer (Protective Service),33.11363
3351,33,3000,Law Enforcement Workers,30754,Field Investigator (Protective Service),33.30754
3352,33,3000,Law Enforcement Workers,30595,Counterintelligence Officer (Protective Service),33.30595
3353,33,2000,Fire Fighting and Prevention Workers,30679,Control Officer (Protective Service),33.30679
3354,33,3000,Law Enforcement Workers,10630,Armed Officer (Protective Service),33.1063
3355,33,1000,Supervisors of Protective Service Workers,1162,Communications Sergeant,33.1162
3356,33,1000,Supervisors of Protective Service Workers,1108,Team Sergeant,33.1108
3357,33,3000,Law Enforcement Workers,1163,Corrections Deputy,33.1163
3358,33,3000,Law Enforcement Workers,1144,Sergeant Investigator,33.1144
3359,33,1000,Supervisors of Protective Service Workers,1119,Investigation Supervisor,33.1119
3360,33,9000,Other Protective Service Workers,1139,Security Consultant (Protective Service),33.1139
3361,33,1000,Supervisors of Protective Service Workers,1212,Police Lieutenant,33.1212
3362,33,3000,Law Enforcement Workers,1188,County Deputy,33.1188
3363,33,1000,Supervisors of Protective Service Workers,1118,Senior Sergeant,33.1118
3364,33,1000,Supervisors of Protective Service Workers,1160,Crew Commander,33.116
3365,33,1000,Supervisors of Protective Service Workers,1175,Corrections Lieutenant,33.1175
3366,33,3000,Law Enforcement Workers,1107,Court Officer,33.1107
3367,33,3000,Law Enforcement Workers,1156,Deputy Supervisor,33.1156
3368,33,3000,Law Enforcement Workers,1084,Police Commander,33.1084
3369,33,1000,Supervisors of Protective Service Workers,1145,Corrections Supervisor,33.1145
3370,33,2000,Fire Fighting and Prevention Workers,1157,Fire Instructor,33.1157
3371,33,9000,Other Protective Service Workers,1140,Security Advisor (Protective Service),33.114
3372,33,3000,Law Enforcement Workers,1085,Senior Investigator,33.1085
3373,33,2000,Fire Fighting and Prevention Workers,1248,Fire Engineer (Protective Service),33.1248
3374,33,2000,Fire Fighting and Prevention Workers,1100,Operations Manager (Protective Service),33.11
3375,33,1000,Supervisors of Protective Service Workers,1246,Training Chief,33.1246
3376,33,3000,Law Enforcement Workers,1135,Sergeant at Arms,33.1135
3377,33,2000,Fire Fighting and Prevention Workers,1067,Fire Captain,33.1067
3378,33,3000,Law Enforcement Workers,1142,Bailiff,33.1142
3379,33,9000,Other Protective Service Workers,1152,Bouncer,33.1152
3380,33,9000,Other Protective Service Workers,1037,Ski Patrol,33.1037
3381,33,3000,Law Enforcement Workers,1189,Deputy Head of Department,33.1189
3382,33,1000,Supervisors of Protective Service Workers,1164,Crew Chief (Protective Service),33.1164
3383,33,1000,Supervisors of Protective Service Workers,1034,Battalion Chief,33.1034
3384,33,2000,Fire Fighting and Prevention Workers,1198,Fire Manager,33.1198
3385,33,3000,Law Enforcement Workers,1099,Game Warden,33.1099
3386,33,9000,Other Protective Service Workers,1054,Bodyguard,33.1054
3387,33,2000,Fire Fighting and Prevention Workers,1071,Deputy Marshal,33.1071
3388,33,3000,Law Enforcement Workers,1095,Enforcement Agent,33.1095
3389,33,2000,Fire Fighting and Prevention Workers,1043,Safety Officer,33.1043
3390,33,1000,Supervisors of Protective Service Workers,1122,Director of Security (Protective Service),33.1122
3391,33,3000,Law Enforcement Workers,1132,Records Officer,33.1132
3392,33,3000,Law Enforcement Workers,1159,Jail Administrator,33.1159
3393,33,1000,Supervisors of Protective Service Workers,1062,Corrections Sergeant,33.1062
3394,33,1000,Supervisors of Protective Service Workers,1044,Police Sergeant,33.1044
3395,33,3000,Law Enforcement Workers,1040,Liaison Officer (Protective Service),33.104
3396,33,9000,Other Protective Service Workers,1168,Corporate Investigator,33.1168
3397,33,1000,Supervisors of Protective Service Workers,1128,Patrol Lieutenant,33.1128
3398,33,2000,Fire Fighting and Prevention Workers,1081,Enforcement Manager,33.1081
3399,33,3000,Law Enforcement Workers,1165,Screening Officer,33.1165
3400,33,2000,Fire Fighting and Prevention Workers,1032,Inspector,33.1032
3401,33,1000,Supervisors of Protective Service Workers,1203,Battalion Sergeant,33.1203
3402,33,2000,Fire Fighting and Prevention Workers,1130,Fire Specialist,33.113
3403,33,2000,Fire Fighting and Prevention Workers,1059,Rescue Swimmer,33.1059
3404,33,9000,Other Protective Service Workers,1048,Head of Security,33.1048
3405,33,3000,Law Enforcement Workers,1114,Traffic Officer,33.1114
3406,33,3000,Law Enforcement Workers,1091,Special Agent,33.1091
3407,33,3000,Law Enforcement Workers,1011,Housing Officer,33.1011
3408,33,3000,Law Enforcement Workers,1103,Fugitive Recovery Agent,33.1103
3409,33,1000,Supervisors of Protective Service Workers,1205,Chief of Enforcement,33.1205
3410,33,3000,Law Enforcement Workers,1077,Transport Officer,33.1077
3411,33,3000,Law Enforcement Workers,1089,Parking Officer,33.1089
3412,33,1000,Supervisors of Protective Service Workers,1182,Bureau Chief,33.1182
3413,33,3000,Law Enforcement Workers,1015,Corrections Officer,33.1015
3414,33,3000,Law Enforcement Workers,1068,Patrol Deputy,33.1068
3415,33,3000,Law Enforcement Workers,1057,Customs Officer,33.1057
3416,33,3000,Law Enforcement Workers,1006,Detective,33.1006
3417,33,1000,Supervisors of Protective Service Workers,1046,Motor Sergeant,33.1046
3418,33,9000,Other Protective Service Workers,1049,Private Investigator,33.1049
3419,33,9000,Other Protective Service Workers,1001,Life Guard,33.1001
3420,33,2000,Fire Fighting and Prevention Workers,1129,Fire Investigator,33.1129
3421,33,3000,Law Enforcement Workers,1088,Division Deputy,33.1088
3422,33,3000,Law Enforcement Workers,1042,Peace Officer,33.1042
3423,33,1000,Supervisors of Protective Service Workers,1018,Staff Sergeant (Protective Service),33.1018
3424,33,2000,Fire Fighting and Prevention Workers,1000,Firefighter,33.1
3425,33,3000,Law Enforcement Workers,1092,Patrolman,33.1092
3426,33,3000,Law Enforcement Workers,1229,Jailer,33.1229
3427,33,3000,Law Enforcement Workers,1166,Federal Officer,33.1166
3428,33,2000,Fire Fighting and Prevention Workers,1137,Investigations Manager,33.1137
3429,33,1000,Supervisors of Protective Service Workers,1079,Operations Officer (Protective Service),33.1079
3430,33,1000,Supervisors of Protective Service Workers,1243,Training Officer (Protective Service),33.1243
3431,33,1000,Supervisors of Protective Service Workers,1028,Deputy Chief,33.1028
3432,33,3000,Law Enforcement Workers,1063,State Trooper,33.1063
3433,33,2000,Fire Fighting and Prevention Workers,1185,Commissioner,33.1185
3434,33,1000,Supervisors of Protective Service Workers,1087,Superintendent (Protective Service),33.1087
3435,33,1000,Supervisors of Protective Service Workers,1133,Section Sergeant,33.1133
3436,33,1000,Supervisors of Protective Service Workers,1052,Patrol Sergeant,33.1052
3437,33,1000,Supervisors of Protective Service Workers,1180,Captain of Operations,33.118
3438,33,3000,Law Enforcement Workers,1007,Officer in Charge (OIC) (Protective Service),33.1007
3439,33,3000,Law Enforcement Workers,1193,Deputy Investigator,33.1193
3440,33,3000,Law Enforcement Workers,1066,Constable,33.1066
3441,33,3000,Law Enforcement Workers,1125,Chief Investigator,33.1125
3442,33,3000,Law Enforcement Workers,1161,Investigative Agent,33.1161
3443,33,1000,Supervisors of Protective Service Workers,1082,Division Chief,33.1082
3444,33,3000,Law Enforcement Workers,1090,Investigator Officer,33.109
3445,33,1000,Supervisors of Protective Service Workers,1104,Chief of Police,33.1104
3446,33,2000,Fire Fighting and Prevention Workers,1101,Fire Marshal,33.1101
3447,33,3000,Law Enforcement Workers,1167,Police Investigator,33.1167
3448,35,1000,Supervisors of Food Preparation and Serving Workers,0,Restaurant Manager (Food Preparation and Serving Related),35
3449,35,1000,Supervisors of Food Preparation and Serving Workers,1,Restaurant Crew Team Member,35.1
3450,35,3000,Food and Beverage Serving Workers,2,Food Service Worker,35.2
3451,35,9000,Other Food Preparation and Serving Related Workers,3,Dishwasher,35.3
3452,35,1000,Supervisors of Food Preparation and Serving Workers,4,Food Service Manager (Food Preparation and Serving Related),35.4
3453,35,1000,Supervisors of Food Preparation and Serving Workers,5,Shift Manager,35.5
3454,35,1000,Supervisors of Food Preparation and Serving Workers,6,Kitchen Manager (Food Preparation and Serving Related),35.6
3455,35,1000,Supervisors of Food Preparation and Serving Workers,7,Restaurant Shift Supervisor,35.7
3456,35,1000,Supervisors of Food Preparation and Serving Workers,8,Sous Chef,35.8
3457,35,1000,Supervisors of Food Preparation and Serving Workers,9,Executive Chef (Food Preparation and Serving Related),35.9
3458,35,1000,Supervisors of Food Preparation and Serving Workers,10,Catering Coordinator,35.1
3459,35,9000,Other Food Preparation and Serving Related Workers,11,Host/Hostess (Food Preparation and Serving Related),35.11
3460,35,3000,Food and Beverage Serving Workers,12,Server,35.12
3461,35,1000,Supervisors of Food Preparation and Serving Workers,13,Food Service Foreman,35.13
3462,35,3000,Food and Beverage Serving Workers,14,Food Service Assistant,35.14
3463,35,9000,Other Food Preparation and Serving Related Workers,16,Busser,35.16
3464,35,1000,Supervisors of Food Preparation and Serving Workers,17,Chef Manager (Food Preparation and Serving Related),35.17
3465,35,1000,Supervisors of Food Preparation and Serving Workers,19,Assistant General Manager,35.19
3466,35,1000,Supervisors of Food Preparation and Serving Workers,20,Food Service Supervisor,35.2
3467,35,3000,Food and Beverage Serving Workers,21,Banquet Server,35.21
3468,35,9000,Other Food Preparation and Serving Related Workers,22,Bartender,35.22
3469,35,1000,Supervisors of Food Preparation and Serving Workers,23,Catering Manager (Food Preparation and Serving Related),35.23
3470,35,3000,Food and Beverage Serving Workers,25,Fresh Foods Clerk,35.25
3471,35,1000,Supervisors of Food Preparation and Serving Workers,26,Dining Room Manager,35.26
3472,35,3000,Food and Beverage Serving Workers,27,Food Server,35.27
3473,35,1000,Supervisors of Food Preparation and Serving Workers,28,Food Operations Manager,35.28
3474,35,1000,Supervisors of Food Preparation and Serving Workers,29,Food and Beverage Manager,35.29
3475,35,2000,Cooks and Food Preparation Workers,30,Baker (Food Preparation and Serving Related),35.3
3476,35,1000,Supervisors of Food Preparation and Serving Workers,31,Food Production Manager,35.31
3477,35,2000,Cooks and Food Preparation Workers,33,Cook,35.33
3478,35,2000,Cooks and Food Preparation Workers,34,Meat Clerk,35.34
3479,35,3000,Food and Beverage Serving Workers,35,Dining Room Server,35.35
3480,35,9000,Other Food Preparation and Serving Related Workers,36,Kitchen Steward,35.36
3481,35,3000,Food and Beverage Serving Workers,37,Food Service Technician,35.37
3482,35,1000,Supervisors of Food Preparation and Serving Workers,38,Fresh Foods Cake Decorator,35.38
3483,35,3000,Food and Beverage Serving Workers,40,Deli-Bakery Clerk,35.4
3484,35,3000,Food and Beverage Serving Workers,42,Food Runner,35.42
3485,35,2000,Cooks and Food Preparation Workers,43,Kitchen Worker (Food Preparation and Serving Related),35.43
3486,35,1000,Supervisors of Food Preparation and Serving Workers,44,Deli Manager,35.44
3487,35,1000,Supervisors of Food Preparation and Serving Workers,46,Fresh Foods Manager,35.46
3488,35,2000,Cooks and Food Preparation Workers,47,Seafood Clerk,35.47
3489,35,1000,Supervisors of Food Preparation and Serving Workers,48,Bar Manager,35.48
3490,35,1000,Supervisors of Food Preparation and Serving Workers,49,Pastry Chef,35.49
3491,35,1000,Supervisors of Food Preparation and Serving Workers,51,Kitchen Supervisor,35.51
3492,35,3000,Food and Beverage Serving Workers,53,Barista,35.53
3493,35,2000,Cooks and Food Preparation Workers,54,Meat Cutter (Food Preparation and Serving Related),35.54
3494,35,2000,Cooks and Food Preparation Workers,55,Kitchen Utitlity Worker,35.55
3495,35,1000,Supervisors of Food Preparation and Serving Workers,56,Banquet Manager,35.56
3496,35,3000,Food and Beverage Serving Workers,58,Cocktail Server,35.58
3497,35,3000,Food and Beverage Serving Workers,60,Food Assembler,35.6
3498,35,1000,Supervisors of Food Preparation and Serving Workers,64,Speciality Coffee Assistant Manager,35.64
3499,35,3000,Food and Beverage Serving Workers,65,Food and Beverage Server,35.65
3500,35,1000,Supervisors of Food Preparation and Serving Workers,67,Deli Chef,35.67
3501,35,1000,Supervisors of Food Preparation and Serving Workers,68,Food Service Leader,35.68
3502,35,1000,Supervisors of Food Preparation and Serving Workers,69,Food and Beverage Supervisor,35.69
3503,35,1000,Supervisors of Food Preparation and Serving Workers,73,Room Supervisor,35.73
3504,35,1000,Supervisors of Food Preparation and Serving Workers,74,Catering Supervisor,35.74
3505,35,1000,Supervisors of Food Preparation and Serving Workers,75,Front of House Manager,35.75
3506,35,9000,Other Food Preparation and Serving Related Workers,76,Cafeteria Worker,35.76
3507,35,1000,Supervisors of Food Preparation and Serving Workers,77,Fresh Foods Chef,35.77
3508,35,1000,Supervisors of Food Preparation and Serving Workers,78,Sushi Chef,35.78
3509,35,1000,Supervisors of Food Preparation and Serving Workers,79,Banquet Captain,35.79
3510,35,3000,Food and Beverage Serving Workers,81,Food and Beverage Attendant,35.81
3511,35,1000,Supervisors of Food Preparation and Serving Workers,82,Banquet Chef,35.82
3512,35,1000,Supervisors of Food Preparation and Serving Workers,83,Nutrition Services Supervisor,35.83
3513,35,3000,Food and Beverage Serving Workers,84,Food Service Cashier,35.84
3514,35,1000,Supervisors of Food Preparation and Serving Workers,85,Prepared Foods Team Leader,35.85
3515,35,1000,Supervisors of Food Preparation and Serving Workers,87,Dining Services Manager,35.87
3516,35,9000,Other Food Preparation and Serving Related Workers,89,Restaurant Hostess,35.89
3517,35,2000,Cooks and Food Preparation Workers,90,Assistant Chef,35.9
3518,35,1000,Supervisors of Food Preparation and Serving Workers,93,Crew Lead,35.93
3519,35,1000,Supervisors of Food Preparation and Serving Workers,94,Assistant Shift Manager,35.94
3520,35,1000,Supervisors of Food Preparation and Serving Workers,95,Multi-Unit Restaurant Manager,35.95
3521,35,1000,Supervisors of Food Preparation and Serving Workers,96,Cafe Manager,35.96
3522,35,9000,Other Food Preparation and Serving Related Workers,697,Other Topics,35.697
3523,35,2000,Cooks and Food Preparation Workers,30794,Lead Cook,35.30794
3524,35,3000,Food and Beverage Serving Workers,30636,Server Assistant,35.30636
3525,35,1000,Supervisors of Food Preparation and Serving Workers,30220,Restaurant Supervisor,35.3022
3526,35,2000,Cooks and Food Preparation Workers,31405,Dietary Cook,35.31405
3527,35,2000,Cooks and Food Preparation Workers,10088,Chef,35.10088
3528,35,3000,Food and Beverage Serving Workers,10823,Breakfast Attendant,35.10823
3529,35,3000,Food and Beverage Serving Workers,10896,Bar Server,35.10896
3530,35,2000,Cooks and Food Preparation Workers,30316,Bakery Clerk,35.30316
3531,35,9000,Other Food Preparation and Serving Related Workers,10715,Bar Attendant,35.10715
3532,35,9000,Other Food Preparation and Serving Related Workers,30462,Greeter (Food Preparation and Serving Related),35.30462
3533,35,1000,Supervisors of Food Preparation and Serving Workers,31270,General Supervisor (Food Preparation and Serving Related),35.3127
3534,35,3000,Food and Beverage Serving Workers,30214,Food Clerk (Food Preparation and Serving Related),35.30214
3535,35,3000,Food and Beverage Serving Workers,10795,Counter Person (Food Preparation and Serving Related),35.10795
3536,35,1000,Supervisors of Food Preparation and Serving Workers,31500,Bakery Manager (Food Preparation and Serving Related),35.315
3537,35,2000,Cooks and Food Preparation Workers,30253,Prep Cook,35.30253
3538,35,3000,Food and Beverage Serving Workers,30921,Bistro Server,35.30921
3539,35,2000,Cooks and Food Preparation Workers,30249,Deli Clerk (Food Preparation and Serving Related),35.30249
3540,35,1000,Supervisors of Food Preparation and Serving Workers,31373,Assistant Supervisor (Food Preparation and Serving Related),35.31373
3541,35,1000,Supervisors of Food Preparation and Serving Workers,31137,Pastry Cook,35.31137
3542,35,9000,Other Food Preparation and Serving Related Workers,31172,Washer (Food Preparation and Serving Related),35.31172
3543,35,2000,Cooks and Food Preparation Workers,30125,Line Cook,35.30125
3544,35,2000,Cooks and Food Preparation Workers,31239,Kitchen Cook,35.31239
3545,35,2000,Cooks and Food Preparation Workers,30975,Banquet Cook,35.30975
3546,35,3000,Food and Beverage Serving Workers,1047,Food Attendant,35.1047
3547,35,9000,Other Food Preparation and Serving Related Workers,1011,Busboy,35.1011
3548,35,3000,Food and Beverage Serving Workers,1080,Reservationist (Food Preparation and Serving Related),35.108
3549,35,3000,Food and Beverage Serving Workers,1052,Service Assistant,35.1052
3550,35,3000,Food and Beverage Serving Workers,1026,Sommelier,35.1026
3551,35,9000,Other Food Preparation and Serving Related Workers,1030,Maitre'd,35.103
3552,35,3000,Food and Beverage Serving Workers,1037,Waitstaff,35.1037
3553,35,1000,Supervisors of Food Preparation and Serving Workers,1070,Counter Supervisor,35.107
3554,35,3000,Food and Beverage Serving Workers,1033,Food Coordinator,35.1033
3555,35,1000,Supervisors of Food Preparation and Serving Workers,1063,Counter Manager,35.1063
3556,35,1000,Supervisors of Food Preparation and Serving Workers,1062,Concessions Supervisor,35.1062
3557,35,3000,Food and Beverage Serving Workers,1014,Flight Attendant,35.1014
3558,35,3000,Food and Beverage Serving Workers,1027,Car Hop,35.1027
3559,35,1000,Supervisors of Food Preparation and Serving Workers,1034,Food Consultant,35.1034
3560,35,2000,Cooks and Food Preparation Workers,1048,Kitchen Assistant,35.1048
3561,35,1000,Supervisors of Food Preparation and Serving Workers,1068,Concessions Manager,35.1068
3562,35,1000,Supervisors of Food Preparation and Serving Workers,1008,Assistant Manager (Food Preparation and Serving Related),35.1008
3563,35,3000,Food and Beverage Serving Workers,1017,Cashier (Food Preparation and Serving Related),35.1017
3564,35,2000,Cooks and Food Preparation Workers,1061,Wine Educator,35.1061
3565,35,1000,Supervisors of Food Preparation and Serving Workers,1042,Food Supervisor,35.1042
3566,35,1000,Supervisors of Food Preparation and Serving Workers,1077,Catering Consultant,35.1077
3567,35,3000,Food and Beverage Serving Workers,1046,Catering Assistant,35.1046
3568,35,9000,Other Food Preparation and Serving Related Workers,1084,Bar-back,35.1084
3569,35,3000,Food and Beverage Serving Workers,1064,Fryer,35.1064
3570,35,1000,Supervisors of Food Preparation and Serving Workers,1073,Wine Consultant,35.1073
3571,35,1000,Supervisors of Food Preparation and Serving Workers,1051,General Manager (Food Preparation and Serving Related),35.1051
3572,35,2000,Cooks and Food Preparation Workers,1028,Food Preparation Worker,35.1028
3573,35,1000,Supervisors of Food Preparation and Serving Workers,1022,Beverage Manager,35.1022
3574,37,2000,Building Cleaning and Pest Control Workers,0,Housekeeper,37
3575,37,2000,Building Cleaning and Pest Control Workers,1,Janitor,37.1
3576,37,2000,Building Cleaning and Pest Control Workers,2,Environment Services Technician,37.2
3577,37,2000,Building Cleaning and Pest Control Workers,3,Carpet Cleaning Technician,37.3
3578,37,1000,Supervisors of Building and Grounds Cleaning and Maintenance Workers,4,Environmental Services Manager (Building and Grounds Cleaning and Maintenance),37.4
3579,37,3000,Grounds Maintenance Workers,5,Groundskeeper,37.5
3580,37,2000,Building Cleaning and Pest Control Workers,6,Pest Control Technician,37.6
3581,37,2000,Building Cleaning and Pest Control Workers,7,Sanitation Worker,37.7
3582,37,3000,Grounds Maintenance Workers,8,Tree Climber (Building and Grounds Cleaning and Maintenance),37.8
3583,37,1000,Supervisors of Building and Grounds Cleaning and Maintenance Workers,9,Housekeeping Supervisor,37.9
3584,37,2000,Building Cleaning and Pest Control Workers,10,Room Attendant,37.1
3585,37,2000,Building Cleaning and Pest Control Workers,11,Floor Technician,37.11
3586,37,1000,Supervisors of Building and Grounds Cleaning and Maintenance Workers,12,Housekeeping Manager,37.12
3587,37,3000,Grounds Maintenance Workers,13,Landscape Laborer,37.13
3588,37,2000,Building Cleaning and Pest Control Workers,14,Pest Route Technician,37.14
3589,37,1000,Supervisors of Building and Grounds Cleaning and Maintenance Workers,15,Janitorial Supervisor,37.15
3590,37,3000,Grounds Maintenance Workers,16,Maintenance Technician (Building and Grounds Cleaning and Maintenance),37.16
3591,37,2000,Building Cleaning and Pest Control Workers,17,Houseperson,37.17
3592,37,3000,Grounds Maintenance Workers,18,Lawn Technician,37.18
3593,37,1000,Supervisors of Building and Grounds Cleaning and Maintenance Workers,19,Director of Housekeeping,37.19
3594,37,2000,Building Cleaning and Pest Control Workers,22,Hospital Housekeeper,37.22
3595,37,1000,Supervisors of Building and Grounds Cleaning and Maintenance Workers,23,Pool Monitor,37.23
3596,37,1000,Supervisors of Building and Grounds Cleaning and Maintenance Workers,25,Environmental Services Supervisor,37.25
3597,37,2000,Building Cleaning and Pest Control Workers,26,Common Area Attendant,37.26
3598,37,1000,Supervisors of Building and Grounds Cleaning and Maintenance Workers,27,Landscape Supervisor,37.27
3599,37,3000,Grounds Maintenance Workers,29,Yard Worker,37.29
3600,37,3000,Grounds Maintenance Workers,30,Irrigation Technician,37.3
3601,37,2000,Building Cleaning and Pest Control Workers,31,Porter (Building and Grounds Cleaning and Maintenance),37.31
3602,37,2000,Building Cleaning and Pest Control Workers,32,Cage Washer Technician,37.32
3603,37,2000,Building Cleaning and Pest Control Workers,33,Pest Control Specialist,37.33
3604,37,1000,Supervisors of Building and Grounds Cleaning and Maintenance Workers,37,Landscape Foreman,37.37
3605,37,2000,Building Cleaning and Pest Control Workers,38,Termite Inspector,37.38
3606,37,2000,Building Cleaning and Pest Control Workers,41,Banquet Houseperson,37.41
3607,37,1000,Supervisors of Building and Grounds Cleaning and Maintenance Workers,42,Environmental Services Director,37.42
3608,37,1000,Supervisors of Building and Grounds Cleaning and Maintenance Workers,43,Grounds Manager,37.43
3609,37,2000,Building Cleaning and Pest Control Workers,45,Termite Technician,37.45
3610,37,3000,Grounds Maintenance Workers,46,Grounds Technician,37.46
3611,37,2000,Building Cleaning and Pest Control Workers,47,Kitchen Worker (Building and Grounds Cleaning and Maintenance),37.47
3612,37,2000,Building Cleaning and Pest Control Workers,50,Linen Technician,37.5
3613,37,1000,Supervisors of Building and Grounds Cleaning and Maintenance Workers,54,Landscape Operations Manager,37.54
3614,37,1000,Supervisors of Building and Grounds Cleaning and Maintenance Workers,59,Housekeeping Coordinator,37.59
3615,37,1000,Supervisors of Building and Grounds Cleaning and Maintenance Workers,61,Maintenance Supervisor (Building and Grounds Cleaning and Maintenance),37.61
3616,37,3000,Grounds Maintenance Workers,69,Tree Trimmer,37.69
3617,37,3000,Grounds Maintenance Workers,70,Irrigation Specialist,37.7
3618,37,2000,Building Cleaning and Pest Control Workers,75,Housekeeping Room Inspector,37.75
3619,37,2000,Building Cleaning and Pest Control Workers,80,Turndown Attendant,37.8
3620,37,3000,Grounds Maintenance Workers,94,Pest Route Specialist,37.94
3621,37,1000,Supervisors of Building and Grounds Cleaning and Maintenance Workers,95,Butler (Building and Grounds Cleaning and Maintenance),37.95
3622,37,2000,Building Cleaning and Pest Control Workers,99,Exterminator,37.99
3623,37,3000,Grounds Maintenance Workers,100,Arborist (Building and Grounds Cleaning and Maintenance),37.1
3624,37,3000,Grounds Maintenance Workers,106,Property Caretaker,37.106
3625,37,2000,Building Cleaning and Pest Control Workers,116,Floor Worker,37.116
3626,37,3000,Grounds Maintenance Workers,117,Other Topics,37.117
3627,37,1000,Supervisors of Building and Grounds Cleaning and Maintenance Workers,31107,Room Manager,37.31107
3628,37,2000,Building Cleaning and Pest Control Workers,10959,Housekeeping Leader,37.10959
3629,37,2000,Building Cleaning and Pest Control Workers,31092,Housekeeping Inspector,37.31092
3630,37,2000,Building Cleaning and Pest Control Workers,30759,General Cleaner,37.30759
3631,37,2000,Building Cleaning and Pest Control Workers,10379,Environmental Services Worker,37.10379
3632,37,2000,Building Cleaning and Pest Control Workers,30795,Cleaning Technician,37.30795
3633,37,1000,Supervisors of Building and Grounds Cleaning and Maintenance Workers,30157,Custodian,37.30157
3634,37,3000,Grounds Maintenance Workers,30837,Independent Contractor (Building and Grounds Cleaning and Maintenance),37.30837
3635,37,2000,Building Cleaning and Pest Control Workers,31172,Washer (Building and Grounds Cleaning and Maintenance),37.31172
3636,37,1000,Supervisors of Building and Grounds Cleaning and Maintenance Workers,31270,General Supervisor (Building and Grounds Cleaning and Maintenance),37.3127
3637,37,1000,Supervisors of Building and Grounds Cleaning and Maintenance Workers,1080,Grounds Foreman,37.108
3638,37,3000,Grounds Maintenance Workers,1045,Pesticide Applicator,37.1045
3639,37,3000,Grounds Maintenance Workers,1056,Tree Surgeon,37.1056
3640,37,3000,Grounds Maintenance Workers,1007,Mower,37.1007
3641,37,2000,Building Cleaning and Pest Control Workers,1122,Head Cleaner,37.1122
3642,37,2000,Building Cleaning and Pest Control Workers,1009,Maid,37.1009
3643,37,1000,Supervisors of Building and Grounds Cleaning and Maintenance Workers,1083,Assistant Landscaper,37.1083
3644,37,2000,Building Cleaning and Pest Control Workers,1139,Fumigator,37.1139
3645,37,3000,Grounds Maintenance Workers,1068,Landscape Specialist,37.1068
3646,37,1000,Supervisors of Building and Grounds Cleaning and Maintenance Workers,1084,Head Landscaper,37.1084
3647,37,2000,Building Cleaning and Pest Control Workers,1040,Handyman (Building and Grounds Cleaning and Maintenance),37.104
3648,37,2000,Building Cleaning and Pest Control Workers,1120,Pest Technician,37.112
3649,37,2000,Building Cleaning and Pest Control Workers,1065,Cleaning Specialist,37.1065
3650,37,2000,Building Cleaning and Pest Control Workers,1081,Rug Cleaner,37.1081
